category,ask
婚恋交友,希望青藤之恋立马退回款项充了会员没啥用，名不副实，立即申请退款，不予通过。举报青藤之恋始终不退费 2026年9月12日上午充了青藤之恋会员（568元），发现根本和描述差距很大。
汽车,在途虎门店师傅的，途虎更换方向机球头屡次出问题索赔无果盼解决 2024年8月20日 推荐下更换了汽车方向机球头。花费495元，在2025年3月份更换的汽车方向机球头有问题。同时到门店进行索赔。更换了全新的。2026年7-8月份车子方向机球头又出现问题。打平台客服电话不理会。找到门店检测还是球头有问题。始终没有给跟进处理。 诉求内容 退赔费用，更换
影音娱乐,等了三天后面找我要好评。联系商家赔付部分自留。一直拖我。让我等着。抖音商城买的裤子有问题，商家拖着不赔付，平台客服也一直不给处理，需要退回款项 我于9月6日下单裤子 收到货后发现裤子品质问题 因为我买了一套 其他没有问题 裤子退换货的话需要半个月。抖音客服也不给处理。一点也没向着消费者。要求给我退款处理
房产家装,抖音顾家官方店沙发质量差，收货日期是2026.9.13号，配送时间是2026年9.1号，退货运费竟要消费者承担 我于2026年7.30号在抖音平台顾家官方号的抖音电商惠州自营旗舰店购买的大黑熊半青皮沙发。收到货后发现沙发靠背存在严重的塌陷问题。多次跟平台客服沟通无果。直播间把我禁言或者拉黑，工作人员不回复信息，售后客服一直拒不处理，霸王条款。强制要求给我退一部分钱➕上门维修，被...
医疗健康,而且他都不舍得给我打字吗？我不知道要防晒吗？一直给我发语音，皮肤病他让我就是涂身体乳，我不知道要涂身体乳吗？讲一些废话看病费用要90块钱，百度健康皮肤病问诊乱讲废话收费90元还多发语音 我看病啊
婚恋交友,一直没配送20266年9月12号急着用，这笔订单关闭，婚礼纪 由于我2026年9月9号在婚礼纪app上购买的喜糖，来不及我就退了，但是钱一直没退过来
家居日用,本人随即联系商家/平台客...食品安全妥善跟进处理 反映问题事由： 购买到发霉变质的菠萝蜜，商家拒绝/未妥善处理 投诉诉求： 要求返还费用并依法赔偿 事实经过： 本人于2026年9月7日在美团平台“重庆永辉线上超市（虎头岩店）”下单购买菠萝蜜一份，订单号：3802 2907 3017 4427 558，收到货品后发现菠萝蜜已发霉变质，存在严重食品安全问题，总是无法食用。
金融支付,现要求全额退回款项并永久解除协议，在未经本人授权情况下无故扣除我299元，上海汇付支付私自扣299元诉求全额退并解约 汇付支付于2026年9月17日12时15分。
金融支付,所有利息我需要平台出具发票给我我不认可这个问题，京东金融贷款年利率达27.38%，要求按国家24%标准跟进处理 贷款是通过京东金融贷款的合同年利率是27.38%，资方说不超36%就可以，我认国家规定的利率不超24%。
金融支付,浦发银行给共享额度信用卡收1500元年费达不到减免要求要说法 本人于2026年7月28日，因收到该行的推广信息，说是邀请升级信用卡，以为是在原有的基础上升级，就填了信息，结果是重新给我核发了一张卡，收到后发现是共用额度，就没有激活使用，直到这个月突然收到账单，该卡收取了我1500元年费，本人未使用该卡片的任何权益且没有任何消费，凭什么强制收取，其二，查看该卡片的收费规...
房产家装,购买时销售员口头说了一句 样品沙发总是不退不换 ，收货后沙发出现【爆皮，发霉，污点】， 9月13日收货发现问题，微信联系门店工作人员，刚开始称给修补给擦，我方不同意联系400总部 ，总部称样品确实不返还费用，门店拒...在江苏省徐州市沛县汉源大道顾家家居线下门店购买沙发一套，解决方案不满意 本人于【2026年5五份】，支付货款【10000元】。
教育,让我报VIP课程、报完后我发现一点不好，售后质量问题，感觉被骗了，商家拒绝退款 我于2026.3.25在线上报考了体内编制考试、老师给我说的课程非常好，要求退款，教育机构老师以不支持退款为理由，拒绝退款。
家居日用,推销产品，早中晚都有，图片为这两天打来的电话。悦刻电子烟电话营销骚扰 登陆悦刻微信小程序后，一直接到各个地方悦刻推销电话。小程序导致电话泄露，要求停止电话骚扰并解决电话泄露问题。
服饰鞋包,中国珠宝 9月8号我在长春市宽城区长新街777号广源商都的一楼中国珠宝，被导购张颖诱导消费了一条彩金项链，严重侵犯了消费者的知情权！第二天发现有多处黑点，购买之前没有告知这条项链有多处瑕疵！店家前后进行了2次维修，但是没有修彻底！我要求退款，店家不同意退款，侵犯了消费者公平交易权！多次叫嚣，让我去报警！买前笑脸...
游戏,店家收了钱要求返还费用后装死 本人在今日进行代练交易，交易猫代练遇坑，商家收款后未安排代理并在要求退款后装死
金融支付,扣款没跟我联系，未经我同意新生支付就扣钱根本没联系我 不知情情况下乱扣款，直接就扣了
旅游出行,购去哪儿机票未明说要纸质票，误机后客服拖两天没解决 本人与2026年9月15日14:55分在去哪儿第三方平台购买春秋航空，广州飞石家庄的机票，时间为早上6:45从广州市白云国际机场T3航站楼起飞9:45到达石家庄正定机场，在当天购完票的同时出票短信收到后，我立马去微信小程序春秋航空选座值机，以为到这里就结束了，没想到第二天我去机场的时候过安检的时候出示身份证，机场工作...
家居日用,依据《中华人民共和国消费者权益保护法》第五十五条：经...本人拆开包装后，盒内全部是不规则碎肉、肉边角料，没有一块完整牛排，实物和商品宣传严重不符，照片、视频可佐证。 店铺将碎边角肉冒充整块牛排进行售卖，属于以次充好、货不对版，已构成消费欺诈。一个牛排全是边角料 货物页面宣传、外包装标注为牛排，商品图片展示为整块牛排。
电商平台,商家不发货 商家一直不发货 客服怠慢 没有货 没有告知
数码3C,平台客服屡次推诿拒绝返还费用！ 本人系9周岁未成年人法定监护人，苹果默认指纹授权致9岁儿童误充值3000余元。依据《民法典》8岁孩子大额充值无效，且国家规定8-16岁单次充值不超50元。家长完全不知情，孩子系偷下载、偷用大人身份信息实名（有聊天记录为证）。孩子在iPad上通过苹果应用商店下载游戏，并用指纹支付充值3000余元。苹果作为扣钱方，默认将指纹用于支付，未拦截超额消费。此前两次申...
家居日用,相关市场监督管理局那边也投诉了，今天十八号，今天过去一看又是在那边卖临期商品酸奶，二十二号就过期了，还在原价售卖永辉超市唐镇阳光天地店售卖临期商品 已经投诉过几次的问题。
教育,本人无续费意愿，扣费前未收到显著续费提醒，扣费后几乎未使用会员权益。多邻国超年度会员扣费无提示申请全额退回款项738元 涉诉金额：738元 投诉举报要求：全额原路退款 投诉内容：本人Apple ID通过App Store苹果内购，被多邻国Super年度会员自动续费扣款738元。本人已在苹果reportaproblem提交退款申请，目前等待审核，申请督促苹果加快审核并予以全额退款，可提供apple.com...
家居日用,我查看了保质期，7月4号生产的牛奶，保质期6个月，还在保质期内，也一直都是放家里常温储存，不存在储存方式不当的原因。我以为是不小心蹭上去的泥巴之类，插入吸管喝了一大口发现牛奶是变质牛奶，9.16中午喝牛奶的时候发现牛奶盒口有黄色奶渍，沃尔玛牛奶在保质期内变质 我2026.8.10在沃尔玛买了一箱鲜牛乳牛奶。我连忙拍照保留剩下的牛奶，到了...
金融支付,目前贷款已经全部结清，但捆绑收取...每期还款被拆分两笔扣款，一笔贷款本息，另外单独代扣一笔担保费。办理借款的时候，平台没有显著、清晰告知要额外收取担保费，属于强制搭售担保服务，不支付担保费始终无法放款。 该担保费应当计入综合融资成本，导致实际年化利率大幅升高。分12期还款，要求退还违规担保费 本人，辽宁振兴银行股份有限公司，贷款捆绑收取担保费，在辽宁振兴银行办理消费贷款。
